date,open,high,low,close,volume
2010-01-04,25.4362823326053,25.8350213817441,25.4113602594068,25.710416,38409100
2010-01-05,25.6273449395137,25.8350219649555,25.4528954074345,25.718722,49749600
2010-01-06,25.6522650594446,25.8184075086123,25.3532109769256,25.560888,58182400
2010-01-07,25.4445877937718,25.5027390210944,25.0790778980619,25.295062,50559700
2010-01-08,25.1538417569964,25.6522649488092,25.1206126027397,25.46951,51197400
2010-01-11,25.5110447305737,25.5525809659729,25.0209286166347,25.145534,68754700
2010-01-12,25.0458486464915,25.2535256667775,24.846478707017,24.979392,65912100
2010-01-13,25.1372272705107,25.3532113779242,24.9295502441516,25.211991,51863500
2010-01-14,25.1787617338514,25.8350219649555,25.1372271594712,25.718722,63228100
2010-01-15,25.8184069456122,25.9513202374815,25.5110441274564,25.635652,79913200
2010-01-19,25.5442741639871,25.9513211344051,25.4861245967846,25.835022,46575700
2010-01-20,25.5941149456894,25.702108656795,25.1787609084224,25.41136,54849500
2010-01-21,25.4279756890886,25.5193519183755,24.921242919027,24.92955,73086700
2010-01-22,24.9212422279434,25.0873846735045,23.9576208617963,24.057305,102004600
2010-01-25,24.2899043533424,24.6388017482947,24.1736052216917,24.356361,63373000
2010-01-26,24.2566774001996,24.7966368355932,24.1652986783051,24.505889,66639900
2010-01-27,24.3812824115268,24.7717152133468,24.1071487421638,24.647109,63949500
2010-01-28,24.7883295034294,24.8132515769358,23.9991559841067,24.223448,117513700
2010-01-29,24.8381719162527,24.8547860780696,22.9773857927608,23.409354,193888500
2010-02-01,23.5838020073771,23.6585665667019,23.1933700330869,23.600417,85931100
2010-02-02,23.5671889346149,23.6751801537309,23.3761244158178,23.641951,54413700
2010-02-03,23.4758108346424,23.9160869570122,23.359512531704,23.783172,61397900
2010-02-04,23.5754945335161,23.6751803340517,23.101990926835,23.126913,77850000
2010-02-05,23.2598268379729,23.4924259370607,22.9026223543897,23.276441,80960100
2010-02-08,23.2681341828331,23.3262837505874,22.9026226140917,23.027228,52820600
2010-02-09,23.234904845122,23.542267674402,23.0521498928954,23.268134,59195800
2010-02-10,23.2847481536806,23.4591960185781,23.1269127888532,23.251519,48591300
2010-02-11,23.2016766343643,23.5921094312906,23.010614607002,23.359512,65993700
2010-02-12,23.101991198293,23.3096682212074,22.9109291679198,23.201677,81117200
2010-02-16,23.4770917717565,23.677395688561,23.3852874095238,23.660703,51935600
2010-02-17,23.8109302732076,23.9110805613851,23.6690495159498,23.861005,45882900
2010-02-18,23.8610056044531,24.228227231839,23.7942381875816,24.17815,42856500
2010-02-19,24.0279246886073,24.1364209051095,23.9444654185343,24.011232,44451800
2010-02-22,24.0696531959624,24.1531132996118,23.9110805847546,23.977848,36707100
2010-02-23,23.9361184426403,24.061307346629,23.4437087536181,23.644011,52266200
2010-02-24,23.802583638232,24.0279245002554,23.6857398264531,23.894388,43165900
2010-02-25,23.5939364,23.9110816363636,23.3852882181818,23.869352,48735300
2010-02-26,23.911081145797,24.077999687827,23.794238166376,23.927773,40370600
2010-03-01,24.0112328177119,24.2449179472818,23.8109313973081,24.219881,43805400
2010-03-02,24.2699552997173,24.4535648559753,23.568897443742,23.752507,93123900
2010-03-03,23.7942374688769,23.8776975720381,23.6607026391673,23.752507,48442100
2010-03-04,23.7525072419881,23.9110806884764,23.5939354646851,23.894388,42890600
2010-03-05,23.9194264882826,23.9361183420776,23.7191242427422,23.861005,56001800
2010-03-08,23.802583638232,24.144766642849,23.7858917843483,23.894388,39414500
2010-03-09,23.8359667513784,24.2949944069883,23.8276208243525,24.036269,50271600
2010-03-10,24.0863464709871,24.2949946487105,24.0362692391481,24.17815,44891400
2010-03-11,24.1113822822682,24.3617617615975,24.0779994088417,24.353415,35349700
2010-03-12,24.4702586361462,24.520333364929,24.2365735083201,24.428529,31700200
2010-03-15,24.3534149684734,24.5119884159519,24.2115342095755,24.445221,37512000
2010-03-16,24.5537167996692,24.6121382876357,24.3701072435097,24.511988,36723500
2010-03-17,24.6204847830066,24.9292849182675,24.5370255125557,24.728981,50385700
2010-03-18,24.7289801843543,24.8040935252826,24.6204839709394,24.71229,43845200
2010-03-19,24.8374787590402,24.9543217370733,24.4952957519432,24.695598,81332100
2010-03-22,24.6204847297297,24.787404104863,24.5286786978397,24.703944,37718200
2010-03-23,24.6955979519946,24.954321688565,24.545371266244,24.937629,42026600
2010-03-24,24.804093653097,24.9125915362563,24.7039433659359,24.745673,33987700
2010-03-25,24.8959003135621,25.5134989133622,24.8708616978965,25.046127,73168700
2010-03-26,25.1128938540121,25.2046998838172,24.6955975121376,24.754019,55595500
2010-03-29,24.7957482894357,24.8875543210544,24.6622134573978,24.695598,33336000
2010-03-30,24.7289811858977,24.9209391785631,24.6204849680887,24.845825,34954800
2010-03-31,24.7373267756044,24.8040941915563,24.3450690414794,24.445221,63760000
